Title,Description,ShortDetails,abstract,email,fullURL,source,year,key,use,pdfURL
High-Quality Assembly of an Individual of Yoruban Descent,"Karyn Meltz Steinberg, Tina Graves-Lindsay, Valerie A Schneider, Mark J.P. Chaisson, Chad Tomlinson, John L Huddleston, Patrick Minx, Milinn Kremitzki, Derek Albrecht, Vincent Magrini, Sean McGrath, Archana Raja, Carl Baker, Lana Harshman, LaDeana W Hillier, Francoise Thibaud-Nissen, Nathan Bouk, Amy Ly, Chris Amemiya, Joyce Tang, Evan E Eichler, Robert S Fulton, Wesley C Warren, Deanna M Church, Richard K Wilson",Retrieved from bioRxiv. 2016,"De novo assembly of human genomes is now a tractable effort due in part to advances in sequencing and mapping technologies. We use PacBio single-molecule, real-time (SMRT) sequencing and BioNano genomic maps to construct the first de novo assembly of NA19240, a Yoruban individual from Africa. This chromosome-scaffolded assembly of 3.08 Gb with a contig N50 of 7.25 Mb and a scaffold N50 of 78.6 Mb represents one of the most contiguous high-quality human genomes. We utilize a BAC library derived from NA19240 DNA and novel haplotype-resolving sequencing technologies and algorithms to characterize regions of complex genomic architecture that are normally lost due to compression to a linear haploid assembly. Our results demonstrate that multiple technologies are still necessary for complete genomic representation, particularly in regions of highly identical segmental duplications. Additionally, we show that diploid assembly has utility in improving the quality of de novo human genome assemblies. ",[],http://www.biorxiv.org/content/early/2016/08/02/067447,biorxiv,2016,456fc673-ab65-4d2c-b3f2-e20f7f653b1f,1,http://www.biorxiv.org/content/early/2016/08/02/067447.full.pdf
Challenges And Emerging Directions In Single-Cell Analysis,"Guo-Cheng Yuan, Long Cai, Michael Elowitz, Tariq Enver, Guoping Fan, Guoji Guo, Rafael Irizarry, Peter Kharchenko, Junhyong Kim, Stuart Orkin, John Quackenbush, Assieh Saadatpour, Timm Schroeder, Ramesh Shivdasani, Itay Tirosh",Now published in Genome Biology. 2017,"Single-cell analysis is a rapidly evolving approach to characterize genome-scale molecular information at the individual cell level. Development of single-cell technologies and computational methods has enabled systematic investigation of cellular heterogeneity in a wide range of tissues and cell populations, yielding fresh insights into the composition, dynamics, and regulatory mechanisms of cell states in development and disease. Despite substantial advances, significant challenges remain in the analysis, integration, and interpretation of single-cell omics data. Here, we discuss the state of the field and recent advances, and look to future opportunities.",['gcyuan@jimmy.harvard.edu'],http://www.biorxiv.org/content/early/2017/04/15/127761,biorxiv,2017,8ef2a069-9efe-4edc-b03c-91f775c2c2ff,1,http://www.biorxiv.org/content/early/2017/04/15/127761.full.pdf
"Deep genome sequencing and variation analysis of 13 inbred mouse strains defines candidate phenotypic alleles, private variation, and homozygous truncating mutations","Thomas Keane, Anthony Doran, David Adams, Kent Hunter, Jonathan Flint, Kim Wong",Now published in Genome Biology. 2016,"Background
The Mouse Genomes Project is an ongoing collaborative effort to sequence the genomes of the common laboratory mouse strains. In 2011, the initial analysis of sequence variation across 17 strains found 56.7M unique SNPs and 8.8M indels. We carry out deep sequencing of 13 additional inbred strains (BUB/BnJ, C57BL/10J, C57BR/cdJ, C58/J, DBA/1J, I/LnJ, KK/HiJ, MOLF/EiJ, NZB/B1NJ, NZW/LacJ, RF/J, SEA/GnJ and ST/bJ), cataloging molecular variation within and across the strains. These strains include important models for immune response, leukemia, age-related hearing loss and rheumatoid arthritis. We now have several examples of fully sequenced closely related strains that are divergent for several disease phenotypes.

Results
Approximately, 27.4M unique SNPs and 5M indels are identified across these strains compared to the C57BL/6J reference genome (GRCm38). The amount of variation found in the inbred laboratory mouse genome has increased to 71M SNPs and 12M indels. We investigate the genetic basis of highly penetrant cancer susceptibility in RF/J finding private novel missense mutations in DNA damage repair and highly cancer associated genes. We use two highly related strains (DBA/1J and DBA/2J) to investigate the genetic basis of collagen induced arthritis susceptibility.

Conclusion 
This paper significantly expands the catalog of fully sequenced laboratory mouse strains and now contains several examples of highly genetically similar strains with divergent phenotypes. We show how studying private missense mutations can lead to insights into the genetic mechanism for a highly penetrant phenotype.","['jf@well.ox.ac.uk', 'ad19@sanger.ac.uk', 'kw10@sanger.ac.uk', 'da1@sanger.ac.uk', 'hunterk@mail.nih.gov', 'tk2@sanger.ac.uk']",http://www.biorxiv.org/content/early/2016/07/11/039131,biorxiv,2016,aa843baf-c48b-42d0-b119-a96471821b30,1,http://www.biorxiv.org/content/early/2016/07/11/039131.full.pdf
Twelve Elements of Visualization and Analysis for Tertiary and Quaternary Structure of Biological Molecules, View ORCID ProfilePhilippe Youkharibache,Retrieved from bioRxiv. 2017,"During the last decades, 3D Molecular Graphics in Life Sciences has been used almost exclusively by experts through complex software and applications ranging from Structural Biology to Computer Aided Drug Design. The emergence of JavaScript and WebGL as a viable platform has enabled 3D visualization of biomolecular structures through Web browsers, without any need for specialized software. Although still in its infancy, Web Molecular Graphics opens new perspectives. This white paper, proposes a set of Twelve Elements to consider to enable 3D visualization and structural analyses of biological systems in Web molecular viewers. The Elements go beyond 3D graphics and propose an integrated approach to visualize and analyze molecular entities and their interactions in multiple dimensions, at multiple levels of details, for diverse users. The bridging of 1D sequence browsers and 3D structure viewers, possible under a Web browser, enables information flow where molecular biologists can use structural information directly at the sequence level.  Given the tsunami of sequence information linked to diseases from next generation sequencing — in need for interpretation — making structural information readily available to research scientists is a tremendous opportunity for medical discovery. The Twelve Elements are conceptual and are intended to entice developers to architect software components and APIs, and to gather together as a community around common goals and open source software. A few features of emerging viewers, all available as open source, are highlighted. Speed and quality of 3D graphics for large molecular systems, the interoperability of Web components, and the instantaneous sharing of annotated visualizations through the Web, are some of the most amazing and promising capabilities of 3D Web viewing, opening bright perspectives for Life Sciences research.",['philippe.youkharibache@nih.gov'],http://www.biorxiv.org/content/early/2017/06/23/153528.1,biorxiv,2017,029a6d6b-e71a-4962-94f0-9aff095cfd09,1,http://www.biorxiv.org/content/early/2017/06/23/153528.1.full.pdf
Associative Learning from Replayed Experience," View ORCID ProfileElliot A. Ludvig, Mahdieh S. Mirian,  View ORCID ProfileE. James Kehoe, Richard S. Sutton",Retrieved from bioRxiv. 2017,"We develop an extension of the Rescorla-Wagner model of associative learning. In addition to learning from the current trial, the new model supposes that animals store and replay previous trials, learning from the replayed trials using the same learning rule. This simple idea provides a unified explanation for diverse phenomena that have proved challenging to earlier associative models, including spontaneous recovery, latent inhibition, retrospective revaluation, and trial spacing effects. For example, spontaneous recovery is explained by supposing that the animal replays its previous trials during the interval between extinction and test. These include earlier acquisition trials as well as recent extinction trials, and thus there is a gradual re-acquisition of the conditioned response. We present simulation results for the simplest version of this replay idea, where the trial memory is assumed empty at the beginning of an experiment, all experienced trials are stored and none removed, and sampling from the memory is performed at random. Even this minimal replay model is able to explain the challenging phenomena, illustrating the explanatory power of an associative model enhanced by learning from remembered as well as real experiences.","['E.Ludvig@warwick.ac.uk', '.@8']",http://www.biorxiv.org/content/early/2017/01/16/100800,biorxiv,2017,958f5346-a6d2-45ac-94dd-eec010e324ac,1,http://www.biorxiv.org/content/early/2017/01/16/100800.full.pdf
Expanding the Atlas of Functional Missense Variation for Human Genes,"Jochen Weile, Song Sun, Atina G. Cote, Jennifer Knapp, Marta Verby, Joseph C. Mellor, Yingzhou Wu, Carles Pons, Cassandra Wong, Natascha van Lieshout, Fan Yang, Murat Tasan, Guihong Tan, Shan Yang, Douglas M. Fowler, Robert Nussbaum, Jesse D. Bloom, Marc Vidal, David E. Hill, Patrick Aloy, Frederick P. Roth",Retrieved from bioRxiv. 2017,"Although we now routinely sequence human genomes, we can confidently identify only a fraction of the sequence variants that have a functional impact. Here we developed a deep mutational scanning framework that produces exhaustive maps for human missense variants by combining random codon-mutagenesis and multiplexed functional variation assays with computational imputation and refinement. We applied this framework to four proteins corresponding to six human genes: UBE2I (encoding SUMO E2 conjugase), SUMO1 (small ubiquitin-like modifier), TPK1 (thiamin pyrophosphokinase), and CALM1/2/3 (three genes encoding the protein calmodulin). The resulting maps recapitulate known protein features, and confidently identify pathogenic variation. Assays potentially amenable to deep mutational scanning are already available for 57% of human disease genes, suggesting that DMS could ultimately map functional variation for all human disease genes.",[],http://www.biorxiv.org/content/early/2017/07/27/166595,biorxiv,2017,58277cbb-6299-4144-a18f-10495cba0c0c,1,http://www.biorxiv.org/content/early/2017/07/27/166595.full.pdf
Very Early Responses to Colour Stimuli Detected in Prestriate Visual Cortex by Magnetoencephalography (MEG)," View ORCID ProfileYoshihito Shigihara, Hideyuki Hoshi, Semir Zeki",Retrieved from bioRxiv. 2017,"Our previous studies with the visual motion and form systems show that visual stimuli belonging to these categories trigger much earlier latency responses from the visual cortex than previously supposed and that the source of the earliest signals can be located in either the prestriate cortex or in both the striate (V1) and prestriate cortex. This is consistent with the known anatomical connections since, in addition to the classical retino-geniculo-striate cortex input to the prestriate visual areas, there are direct anatomical inputs from both the lateral geniculate nucleus and the pulvinar that reach the prestriate visual cortex without passing through striate cortex. In pursuing our studies, we thought it especially interesting to study another cardinal visual attribute, namely colour, to learn whether colour stimuli also provoke very early responses, at less than 50 ms from visual cortex. To address the question, we asked participants to view stimuli that changed in colour and used magneto-encephalography to detect very early responses (< 50 ms) in the occipital visual cortex. Our results show that coloured stimuli also provoke an early cortical response (M30), with an average peak time at 31.7 ms, thus bringing the colour system into line with the visual motion and form systems. We conclude that colour signals reach visual cortex, including prestriate visual cortex, earlier than previously supposed.",['s.zeki@ucl.ac.uk'],http://www.biorxiv.org/content/early/2017/02/06/106047,biorxiv,2017,8b19cdb2-fb3d-40d0-a2ed-d2657a94211a,1,http://www.biorxiv.org/content/early/2017/02/06/106047.full.pdf
Tools and techniques for computational reproducibility,"Stephen R Piccolo, Michael B Frampton",Now published in GigaScience. 2016,"When reporting research findings, scientists document the steps they followed so that others can verify and build upon the research. When those steps have been described in sufficient detail that others can retrace the steps and obtain similar results, the research is said to be reproducible. Computers play a vital role in many research disciplines and present both opportunities and challenges for reproducibility. Computers can be programmed to execute analysis tasks, and those programs can be repeated and shared with others. Due to the deterministic nature of most computer programs, the same analysis tasks, applied to the same data, will often produce the same outputs. However, in practice, computational findings often cannot be reproduced due to complexities in how software is packaged, installed, and executed--and due to limitations in how scientists document analysis steps. Many tools and techniques are available to help overcome these challenges. Here we describe seven such strategies. With a broad scientific audience in mind, we describe strengths and limitations of each approach, as well as circumstances under which each might be applied. No single strategy is sufficient for every scenario; thus we emphasize that it is often useful to combine approaches.",['stephen_piccolo@byu.edu'],http://www.biorxiv.org/content/early/2016/03/24/022707,biorxiv,2016,4b15c644-141c-42ef-9993-5db795ae57ef,1,http://www.biorxiv.org/content/early/2016/03/24/022707.full.pdf
The rate of transient beta frequency events predicts impaired function across tasks and species," View ORCID ProfileHyeyoung Shin, Robert Law, Shawn Tsutsui, Christopher I Moore, Stephanie R Jones",Retrieved from bioRxiv. 2017,"Beta frequency oscillations (15-29Hz) are among the most prominent signatures of brain activity. Beta power is predictive of many healthy and abnormal behaviors, including perception, attention and motor action. Recent evidence shows that in non-averaged signals, beta can emerge as transient high-power ""events"". As such, functionally relevant differences in averaged power across time and trials can reflect accumulated changes in the number, power, duration, and/or frequency span of the events. We show for the first time that functionally relevant differences in averaged prestimulus beta power in human sensory neocortex reflects a difference in the number of high-power beta events per trial, i.e., the rate of events. Further, high power beta events close to the time of the stimulus were more likely to impair perception. This result is consistent across detection and attention tasks in human magnetoencephalography (MEG) and is conserved in local field potential (LFP) recordings of mice performing a detection task. Our findings suggest transient brain rhythms are best viewed as a ""rate metric"" in their impact on function, and provides a new framework for understanding and manipulating functionally relevant rhythmic events.","['shinehyeyoung@gmail.com', 'stephanie_jones@brown.edu']",http://www.biorxiv.org/content/early/2017/04/20/128769,biorxiv,2017,2b741b04-8c4e-4aca-8850-a368f8229eb7,1,http://www.biorxiv.org/content/early/2017/04/20/128769.full.pdf
Visually driven neuropil activity and information encoding in mouse area V1,"Sangkyun Lee, Jochen Meyer, Stelios Smirnakis",Retrieved from bioRxiv. 2017,"Spontaneous calcium fluorescence recorded from large cortical neuropil patches strongly correlates with the electro-corticogram, and is thought to arguably reflect primarily pre-synaptic inputs. Here we used in vivo 2-photon imaging with Oregon Green Bapta (OGB) to study neuropil visual responses to moving gratings in layer 2/3 of mouse area V1. We found neuropil responses to be more reliable and more strongly modulated than neighboring somatic activity. Furthermore, stimulus independent modulations in neuropil activity, i.e., noise correlations, were highly coherent across the cortical surface, up to distances of at least 200 μm. Pairwise neuropil-to-neuropil-patch noise correlation strength was much higher than cell-to-cell noise correlation strength and depended strongly on brain state, decreasing in quiet wakefulness relative to light anesthesia. The profile of neuropil noise correlation strength decreased gently with distance, dropping by ~12% at a distance of 200 μm.  This was comparatively slower than the profile of cell-to-cell noise correlations, which dropped by ~30% at 200 μm. Interestingly, in spite of the 'salt & pepper' organization of orientation and direction encoding across mouse V1 neurons, populations of neuropil patches, even of moderately large size (radius ~100μm), showed high accuracy for discriminating perpendicularly moving gratings commensurate to the accuracy of corresponding cell populations. These observations underscore the dynamic nature of the functional organization of neuropil activity.","['lee.sangkyun@gmail.com', 'smsmirnakis@partners.org']",http://www.biorxiv.org/content/early/2017/03/06/113019,biorxiv,2017,a1f21cf0-5d8c-45e4-8b40-961661dc43e3,1,http://www.biorxiv.org/content/early/2017/03/06/113019.full.pdf
Immune stimulation reduces sleep and memory ability in Drosophila melanogaster," View ORCID ProfileEamonn Mallon, Akram Alghamdi, Robert Holdbrook, Ezio Rosato",Now published in PeerJ. 2014,"Psychoneuroimmunology studies the increasing number of connections between neurobiology, immunology and behaviour. We establish Drosophila melanogaster as a tractable model in this field by demonstrating the effects of the immune response on two fundamental behaviours: sleep and memory ability.
 We used the Geneswitch system to upregulate peptidoglycan receptor protein (PGRP) expression, thereby stimulating the immune system in the absence of infection. Geneswitch was activated by feeding the steroid RU486, to the flies. We used an aversive classical conditioning paradigm to quantify memory and  measures of activity to infer sleep. 
Immune stimulated flies exhibited reduced levels of sleep, which could not be explained by a generalised increase in waking activity. The effects on sleep were more pronounced for day compared to night sleep.  Immune stimulated flies also showed a reduction in memory abilities. 
These are important results as they establish Drosophila as a model for immune-neural interactions and provide a possible role for sleep in the interplay between the immune response and memory.",['ebm3@le.ac.uk'],http://www.biorxiv.org/content/early/2014/03/12/002717,biorxiv,2014,60194b00-1ea1-4020-9ad5-917026c8a5f8,1,http://www.biorxiv.org/content/early/2014/03/12/002717.full.pdf
Predation Of Stocked Masu Salmon (Oncorhynchus masou) By Riparian Wildlife,"Kouta Miyamoto,  View ORCID ProfileTheodore Squires, Hitoshi Araki",Retrieved from bioRxiv. 2017,"Predation after release is one of the major concerns of hatchery fish conservation and propagation. However, the relationship among the size of hatchery fish, the predator species, and their behaviors in natural environments is largely unknown. To understand the relationship, we conducted predation experiments in outdoor tanks and a semi-natural stream with exposure to local predators. Two different ranges of fork lengths of masu salmon (Oncorhynchus masou) were examined as prey sizes. Camera trap data showed that grey herons (Ardea cinerea) were the primary predator animal in the system, and that most herons utilized shallow areas in the morning or evening. Increasing the density of stocked salmon brought in more grey herons. More importantly, predation by grey herons resulted in the survival rate of larger salmon being significantly lower than that of the smaller salmon. Our results suggest that it is important to understand local predators, adjust the optimum body size of hatchery fish at release, and choose the appropriate stocking site and time of day for maximizing the effectiveness of fish stocking.",[],http://www.biorxiv.org/content/early/2017/04/14/127472,biorxiv,2017,bd27bfe0-6d12-4ab4-b4b8-3cfe8c4443a0,1,http://www.biorxiv.org/content/early/2017/04/14/127472.full.pdf
Mitochondrial Dual-coding Genes in Trypanosoma brucei,"Laura E. Kirby, Donna Koslowsky",Retrieved from bioRxiv. 2017,"Trypanosoma brucei is transmitted between mammalian hosts by the tsetse fly. In the mammal, they are exclusively extracellular, continuously replicating within the bloodstream. During this stage, the mitochondrion lacks a functional electron transport chain (ETC). Successful transition to the fly, requires activation of the ETC and ATP synthesis via oxidative phosphorylation. This life cycle leads to a major problem: in the bloodstream, the mitochondrial genes are not under selection and are subject to genetic drift that endangers their integrity. Exacerbating this, T. brucei undergoes repeated population bottlenecks as they evade the host immune system that would create additional forces of genetic drift. These parasites possess several unique genetic features, including RNA editing of mitochondrial transcripts. RNA editing creates open reading frames by the guided insertion and deletion of U-residues within the mRNA. A major question in the field has been why this metabolically expensive system of RNA editing would evolve and persist. Here, we show that many of the edited mRNAs can alter the choice of start codon and the open reading frame by alternative editing of the 5' end. Analyses of mutational bias indicate that six of the mitochondrial genes may be dual-coding and that RNA editing allows access to both reading frames. We hypothesize that dual-coding genes can protect genetic information by essentially hiding a non-selected gene within one that remains under selection. Thus, the complex RNA editing system found in the mitochondria of trypanosomes provides a unique molecular strategy to combat genetic drift in non-selective conditions.",['koslowsk@msu.edu'],http://www.biorxiv.org/content/early/2017/09/12/187732,biorxiv,2017,093d618c-3aad-48ac-99d8-4643272e719f,1,http://www.biorxiv.org/content/early/2017/09/12/187732.full.pdf
The overdue promise of short tandem repeat variation for heritability.,"Maximilian Press, Keisha D. Carlson, Christine Queitsch",Now published in Trends in Genetics. 2014,"Short tandem repeat (STR) variation has been proposed as a major explanatory factor in the heritability of complex traits in humans and model organisms. However, we still struggle to incorporate STR variation into genotype-phenotype maps. Here, we review the promise of STRs in contributing to complex trait heritability, and highlight the challenges that STRs pose due to their repetitive nature. We argue that STR variants are more likely than single nucleotide variants to have epistatic interactions, reiterate the need for targeted assays to accurately genotype STRs, and call for more appropriate statistical methods in detecting STR-phenotype associations. Lastly, somatic STR variation within individuals may serve as a read-out of disease susceptibility, and is thus potentially a valuable covariate for future association studies.",['queitsch@uw.edu'],http://www.biorxiv.org/content/early/2014/07/28/006387,biorxiv,2014,37f092fb-8d3a-439e-952c-0d56b07a9515,1,http://www.biorxiv.org/content/early/2014/07/28/006387.full.pdf
Divergence times in demosponges (Porifera): first insights from new mitogenomes and the inclusion of fossils in a birth-death clock model," View ORCID ProfileAstrid Schuster, Sergio Vargas, Ingrid Knapp,  View ORCID ProfileShirley A. Pomponi, Robert J. Toonen, Dirk Erpenbeck,  View ORCID ProfileGert Woerheide",Retrieved from bioRxiv. 2017,"Approximately 80% of all recent sponge species belong to the class Demospongiae. Yet, despite their diversity and importance, accurate divergence times are still unknown for most demosponge clades. The estimation of demosponge divergence time is key to answering fundamental questions like e.g. the origin of Demospongiae, their diversification and historical biogeography. Molecular sequence data alone is not informative on an absolute time scale, and therefore needs to be calibrated with additional data such as fossils. Here, we apply the fossilized birth-death model (FBD), which has the advantage, compared to strict node dating with the oldest fossil occurrences, that it allows for the inclusion of young and old fossils in the analysis of divergence time. We use desma-bearing sponges, a diverse group of demosponges that form rigid skeletons and have a rich and continuous fossil record dating back to the Cambrian (~500 Ma), aiming to date the demosponge radiation and constrain the timing of key evolutionary events, like the transition from marine to freshwater habitats. To do so, we assembled mitochondrial genomes of six desma-bearing demosponges from size-selected reduced representation genomic libraries and apply a fossilized birth-death model including 30 fossils and 33 complete demosponge mitochondrial genomes to infer a dated phylogeny of Demospongiae. Our study supports a Neoproterozoic origin of Demospongiae. Novel age estimates for the split of freshwater and marine sponges dating back to the Carboniferous and the previously assumed Recent (~18 Ma) diversification of freshwater sponges is supported. Moreover, we provide detailed age estimates for a possible diversification of Tetractinellidae (~315 Ma), the Astrophorina (~240 Ma), the Spirophorina (~120 Ma) and the family Corallistidae (~188 Ma) all of which are considered as key groups for dating the Demospongiae, due to their extraordinary rich and continuous fossil history.",['woerheide@lmu.de'],http://www.biorxiv.org/content/early/2017/07/09/159806,biorxiv,2017,3b270d45-1cf0-4a27-aa17-10598205a325,1,http://www.biorxiv.org/content/early/2017/07/09/159806.full.pdf
Hilbert-Schmidt and Sobol sensitivity indices for static and time series Wnt signaling measurements in colorectal cancer - Part A,shriprakash sinha,Retrieved from bioRxiv. 2016,"Ever since the accidental discovery of Wingless [Sharma R.P., Drosophila information service, 1973, 50, p 134], research in the field of Wnt signaling pathway has taken significant strides in wet lab experiments and various cancer clinical trials augmented by recent developments in advanced computational modeling of the pathway. Information rich gene expression profiles reveal various aspects of the signaling pathway at work and help in studying different issues simultaneously. Hitherto, not many computational studies exist which incorporate the simultaneous study of these issues. This manuscript is an endeavour to (1) explore the strength of contributing factors in the signaling pathway, (2) analyze the existing causal relations among the inter/extracellular factors effecting the pathway based on prior biological knowledge and (3) investigate the deviations in fold changes in the recently found prevalence of psychophysical laws working in the pathway. To achieve this goal, local and global sensitivity analysis is conducted on the (non)linear responses between the factors obtained from static and time series expression profiles using the density (Hilbert-Schmidt Information Criterion) and variance (Sobol) based sensitivity indices. The results show the superiority of the density based indices in comparison to the use of variance based indices mainly due to the former's employment of distance measures using the kernel trick via Reproducing kernel Hilbert space (RKHS) that capture nonlinear relations among various intra/extracellular factors of the pathway in a higher dimensional space. In time series data, using these indices it is now possible to observe where in time, which factors get influenced & contribute to the pathway, as changes in concentration of the other factors are made. This synergy of prior biological knowledge, sensitivity analysis and representations in higher dimensional spaces can facilitate in time based administration of target therapeutic drugs and reveal hidden biological information within colorectal cancer samples. Code has been made available at Google drive on https://drive.google.com/folderview?id=0B7Kkv8wlhPU-Q2NBZGt1ZERrSVE&usp=sharing",['sinha.shriprakash@yandex.com'],http://www.biorxiv.org/content/early/2016/09/29/035519,biorxiv,2016,23a528de-792b-44f7-9afc-8774be348b06,1,http://www.biorxiv.org/content/early/2016/09/29/035519.full.pdf
Role of inhibitory control in modulating spread of focal ictal activity,"Jyun-you Liou, Hongtao Ma, Michael Wenzel, Mingrui Zhao, Eliza Baird-Daniel, Elliot Smith, Andrew Daniel, Ronald G. Emerson, Rafael Yuste, Theodore H. Schwartz, Catherine Schevon",Retrieved from bioRxiv. 2017,"Focal seizure propagation is classically thought to be spatially contiguous. However, propagation through the epileptic network, a collection of disparate epileptic nodes, has been theorized. Here, we used a multielectrode array, wide field calcium imaging, and two-photon calcium imaging to study focal seizure propagation pathways in an acute rodent neocortical 4-aminopyridine model. Although ictal neuronal bursts did not propagation beyond a 2-3 mm region, they were associated with hemisphere-wide LFP fluctuations and parvalbumin-positive interneuron activity outside the seizure focus. Globally compromising this inhibitory response using bicuculline surface application resulted in classical contiguous propagation; whereas, focal bicuculline microinjection resulted in epileptic network formation with two physically disparate foci. Our study suggests both classical and epileptic network propagation could arise from inhibition defects without pre-existing pathological connectivity changes, and that preferred propagation pathways may result from variations in cortical topology.",['cas2044@cumc.columbia.edu'],http://www.biorxiv.org/content/early/2017/06/26/146407,biorxiv,2017,82690739-c495-4067-94ad-75f3598379f0,1,http://www.biorxiv.org/content/early/2017/06/26/146407.full.pdf
Stable association of a Drosophila-derived microbiota with its animal partner and the nutritional environment upon transfer between populations and generations,"Melisandre Tefit, Benjamin Gillet, Pauline Joncour, Sandrine Hughes, Francois Leulier",Retrieved from bioRxiv. 2017,"In the past years, the fruit fly Drosophila melanogaster has been extensively used to study the relationship between animals and their associated microbes. Compared to the one of wild populations, the microbiota of laboratory-reared flies is less diverse, and comprises fewer bacterial taxa; nevertheless, the main commensal bacteria found in fly microbiota always belong to the Acetobacteraceae and Lactobacillaceae families. The bacterial communities associated with the fly are environmentally acquired, and the partners engage in a perpetual re-association process. Adult flies constantly ingest and excrete microbes from and onto their feeding substrate, which are then transmitted to the next generation developing within this shared habitat. We wanted to analyze the potential changes in the bacterial community during its reciprocal transfer between the two compartments of the niche (i.e. the fly and the diet). To address this question, we used a diverse, wild-derived microbial community and analyzed its relationship with the fly population and the nutritive substrate in a given habitat. Here we show that the community was overall well maintained upon transmission to a new niche, to a new fly population and to their progeny, illustrating the stable association of a Drosophila-derived microbiota with its fly partner and the nutritional environment. These results highlight the preponderant role of the nutritional substrate in the dynamics of Drosophila/microbiota interactions, and the need to fully integrate this variable when performing such studies.",['francois.leulier@ens-lyon.fr'],http://www.biorxiv.org/content/early/2017/02/24/111492,biorxiv,2017,9fe3767d-ed7c-4504-9f93-082129ff43c2,1,http://www.biorxiv.org/content/early/2017/02/24/111492.full.pdf
Refractoriness accounts for variable spike burst responses in somatosensory cortex," View ORCID ProfileBartosz Telenczuk, Richard Kempter, Gabriel Curio, Alain Destexhe",Now published in eNeuro. 2017,"Neurons in the primary somatosensory cortex (S1) respond to peripheral stimulation with synchronised bursts of spikes, which lock to the macroscopic 600 Hz EEG waves. The mechanism of burst generation and synchronisation in S1 is not yet understood. Using models of single-neuron responses fitted to unit recordings from macaque monkeys, we show that these synchronised bursts are the consequence of correlated synaptic inputs combined with a refractory mechanism. In the presence of noise these models reproduce also the observed trial-to-trial response variability, where individual bursts represent one of many stereotypical temporal spike patterns. When additional slower and global excitability fluctuations are introduced the single-neuron spike patterns are correlated with the population activity, as demonstrated in experimental data. The underlying biophysical mechanism of S1 responses involves thalamic inputs arriving through depressing synapses to cortical neurons in a high-conductance state. Our findings show that a simple feedforward processing of peripheral inputs could give rise to neuronal responses with non-trivial temporal and population statistics. We conclude that neural systems could use refractoriness to encode variable cortical states into stereotypical short-term spike patterns amenable to processing at neuronal time scales (tens of milliseconds).",['telenczuk@unic.cnrs-gif.fr'],http://www.biorxiv.org/content/early/2017/06/22/098210,biorxiv,2017,c46cd4a0-c2d1-43be-8da2-33a50aaa9277,1,http://www.biorxiv.org/content/early/2017/06/22/098210.full.pdf
DeepScope: Nonintrusive Whole Slide Saliency Annotation and Prediction from Pathologists at the Microscope,"Andrew J Schaumberg, Sahussapont Joseph Sirintrapun, Hikmat A Al-Ahmadie, Peter J Schueffler, Thomas J Fuchs",Retrieved from bioRxiv. 2017,"Modern digital pathology departments have grown to produce whole-slide image data at petabyte scale, an unprecedented treasure chest for medical machine learning tasks.  Unfortunately, most digital slides are not annotated at the image level, hindering large-scale application of supervised learning.  Manual labeling is prohibitive, requiring pathologists with decades of training and outstanding clinical service responsibilities.  This problem is further aggravated by the United States Food and Drug Administration's ruling that primary diagnosis must come from a glass slide rather than a digital image.  We present the first end-to-end framework to overcome this problem, gathering annotations in a nonintrusive manner during a pathologist's routine clinical work: (i) microscope-specific 3D-printed commodity camera mounts are used to video record the glass-slide-based clinical diagnosis process; (ii) after routine scanning of the whole slide, the video frames are registered to the digital slide; (iii) motion and observation time are estimated to generate a spatial and temporal saliency map of the whole slide.  Demonstrating the utility of these annotations, we train a convolutional neural network that detects diagnosis-relevant salient regions, then report accuracy of 85.15% in bladder and 91.40% in prostate, with 75.00% accuracy when training on prostate but predicting in bladder, despite different pathologists examining the different tissues.  When training on one patient but testing on another, AUROC in bladder is 0.7929+-0.1109 and in prostate is 0.9568+-0.0374.  Our tool is available at https://bitbucket.org/aschaumberg/deepscope",['ajs625@cornell.edu'],http://www.biorxiv.org/content/early/2017/01/22/097246,biorxiv,2017,6baa332b-5db9-4039-b82c-0c20b787740e,1,http://www.biorxiv.org/content/early/2017/01/22/097246.full.pdf
Promoter-Enhancer Interactions Identified from Hi-C Data using Probabilistic Models and Hierarchical Topological Domains,"Gil Ron, Dror Moran,  View ORCID ProfileTommy Kaplan",Retrieved from bioRxiv. 2017,"Proximity-ligation methods as Hi-C allow us to map physical DNA-DNA interactions along the genome, and reveal its organization in topologically associating domains (TADs). As Hi-C data accumulate, computational methods were developed for identifying domain borders in multiple cell types and organisms.
Here, we present PSYCHIC, a computational approach for analyzing Hi-C data and identifying Promoter-Enhancer interactions. We use a unified probabilistic model to segment the genome into domains, which we merge hierarchically and fit the Hi-C interaction map with a local background model. This allows us to estimate the expected number of interactions for every DNA-DNA pair, thus identifying over-represented interactions across the genome.
By analyzing published Hi-C data in human and mouse, we identified hundreds of thousands of putative enhancers and their target genes in multiple cell types, and compiled an extensive genome-wide catalog of gene regulation in human and mouse.",['tommy@cs.huji.ac.il'],http://www.biorxiv.org/content/early/2017/01/18/101220,biorxiv,2017,96476b72-bfc6-41ac-91fd-699a4e6d494e,1,http://www.biorxiv.org/content/early/2017/01/18/101220.full.pdf
