"http://ieeexplore.ieee.org/search/searchresult.jsp?bulkSetSize=2000&rowsPerPage%3D50%26queryText%3Drnn+medical",2017/09/15 10:04:23
"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Ultrasound Standard Plane Detection Using a Composite Neural Network Framework","H. Chen; L. Wu; Q. Dou; J. Qin; S. Li; J. Z. Cheng; D. Ni; P. A. Heng","Department of Computer Science and Engineering, Chinese University of Hong Kong, Hong Kong","IEEE Transactions on Cybernetics","20170520","2017","47","6","1576","1586","Ultrasound (US) imaging is a widely used screening tool for obstetric examination and diagnosis. Accurate acquisition of fetal standard planes with key anatomical structures is very crucial for substantial biometric measurement and diagnosis. However, the standard plane acquisition is a labor-intensive task and requires operator equipped with a thorough knowledge of fetal anatomy. Therefore, automatic approaches are highly demanded in clinical practice to alleviate the workload and boost the examination efficiency. The automatic detection of standard planes from US videos remains a challenging problem due to the high intraclass and low interclass variations of standard planes, and the relatively low image quality. Unlike previous studies which were specifically designed for individual anatomical standard planes, respectively, we present a general framework for the automatic identification of different standard planes from US videos. Distinct from conventional way that devises hand-crafted visual features for detection, our framework explores in- and between-plane feature learning with a novel composite framework of the convolutional and recurrent neural networks. To further address the issue of limited training data, a multitask learning framework is implemented to exploit common knowledge across detection tasks of distinctive standard planes for the augmentation of feature learning. Extensive experiments have been conducted on hundreds of US fetus videos to corroborate the better efficacy of the proposed framework on the difficult standard plane detection problem.","2168-2267;21682267","","10.1109/TCYB.2017.2685080","National Basic Research Program of China, 973 Program; National Natural Science Foundation of China; Research Grants Council of Hong Kong Special Administrative Region; ","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7890445","Convolutional neural network (CNN);deep learning;knowledge transfer;recurrent neural network (RNN);standard plane;ultrasound (US)","Biomedical imaging;Feature extraction;Fetus;Machine learning;Standards;Training data;Videos","","","","","","","","","20170330","June 2017","","IEEE","IEEE Journals & Magazines"
"Instantaneous heart rate as a robust feature for sleep apnea severity detection using deep learning","R. K. Pathinarupothi; R. Vinaykumar; E. Rangan; E. Gopalakrishnan; K. P. Soman","Amrita Center for Wireless Networks","2017 IEEE EMBS International Conference on Biomedical & Health Informatics (BHI)","20170413","2017","","","293","296","Automated sleep apnea detection and severity identification has largely focused on multivariate sensor data in the past two decades. Clinically too, sleep apnea is identified using a combination of markers including blood oxygen saturation, respiration rate etc. More recently, scientists have begun to investigate the use of instantaneous heart rates for detection and severity measurement of sleep apnea. However, the best-known techniques that use heart rate and its derivatives have been able to achieve less than 85% accuracy in classifying minute-to-minute apnea data. In our research reported in this paper, we apply a deep learning technique called LSTM-RNN (long short-term memory recurrent neural network) for identification of sleep apnea and its severity based only on instantaneous heart rates. We have tested this model on multiple sleep apnea datasets and obtained perfect accuracy. Furthermore, we have also tested its robustness on an arrhythmia dataset (that is highly probable in mimicking sleep apnea heart rate variability) and found that the model is highly accurate in distinguishing between the two.","","Electronic:978-1-5090-4179-4; POD:978-1-5090-4180-0","10.1109/BHI.2017.7897263","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7897263","","Computer architecture;Electrocardiography;Heart rate;Machine learning;Sleep apnea;Testing;Training","electrocardiography;learning (artificial intelligence);medical disorders;medical signal processing;neural nets;sleep","arrhythmia dataset;automated sleep apnea detection;blood oxygen saturation;deep learning technique;instantaneous heart rate;minute-to-minute apnea data classification;multivariate sensor data;respiration rate;short-term memory recurrent neural network;sleep apnea dataset;sleep apnea heart rate variability;sleep apnea severity detection;sleep apnea severity measurement","","","","","","","","16-19 Feb. 2017","","IEEE","IEEE Conference Publications"
"Using deep gated RNN with a convolutional front end for end-to-end classification of heart sound","C. Thomae; A. Dominik","THM University of Applied Sciences, KITE Kompetenzzentrum f&#x00FC;r Informationstechnologie, Giessen, Germany","2016 Computing in Cardiology Conference (CinC)","20170302","2016","","","625","628","Classification of heart sounds of a diverse set of phono-cardiograms (PCGs) from different recording settings is the challenging objective of the 2016 PhysioNet Challenge. We suggest an end-to-end deep neural network, which is fed with raw PCGs and which learns to autonomously extract features and to classify the recordings. Our architecture combines convolutional and recurrent layers, followed by an attention mechanism, which weights time steps by importance and a dense multilayer perceptron as classifier. Whereas currently trending deep neural networks in speech recognition or computer vision use up to a million of training samples, a restricted set of only 3,153 heart sound recordings is available as training data. We workaround this limitation by artificially increasing the training set by means of augmentation of the raw PCGs using various audio effects. Using this moderately sized neural network, we attain high validation scores of 0.89 on validation data; however the resulting scores on the hidden test data ofthe challenge diverge in range (0.82).","","Electronic:978-1-5090-0895-7; POD:978-1-5090-0896-4","10.23919/CIC.2016.7868820","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7868820","","Computer architecture;Convolution;Feature extraction;Feeds;Heart;Neural networks;Training","convolution;feature extraction;medical signal processing;multilayer perceptrons;phonocardiography;signal classification","2016 PhysioNet Challenge;attention mechanism;classifier;computer vision;convolutional front end;convolutional layers;deep gated RNN;dense multilayer perceptron;end-to-end classification;end-to-end deep neural network;feature extraction;heart sound classification;heart sound recording;phonocardiograms;raw PCG;recurrent layers;speech recognition;time steps","","","","","","","","11-14 Sept. 2016","","IEEE","IEEE Conference Publications"
"Emotion recognition from multi-channel EEG data through Convolutional Recurrent Neural Network","Xiang Li; Dawei Song; Peng Zhang; Guangliang Yu; Yuexian Hou; Bin Hu","Tianjin Key Laboratory of Cognitive Computing and Application, Tianjin University, China","2016 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)","20170119","2016","","","352","359","Automatic emotion recognition based on multi-channel neurophysiological signals, as a challenging pattern recognition task, is becoming an important computer-aided method for emotional disorder diagnoses in neurology and psychiatry. Traditional approaches require designing and extracting a range of features from single or multiple channel signals based on extensive domain knowledge. This may be an obstacle for non-domain experts. Moreover, traditional feature fusion method can not fully utilize correlation information between different channels. In this paper, we propose a preprocessing method that encapsulates the multi-channel neurophysiological signals into grid-like frames through wavelet and scalogram transform. We further design a hybrid deep learning model that combines the `Convolutional Neural Network (CNN)' and `Recurrent Neural Network (RNN)', for extracting task-related features, mining inter-channel correlation and incorporating contextual information from those frames. Experiments are carried out, in a trial-level emotion recognition task, on the DEAP benchmarking dataset. Our results demonstrate the effectiveness of the proposed methods, with respect to the emotional dimensions of Valence and Arousal.","","Electronic:978-1-5090-1611-2; POD:978-1-5090-1612-9","10.1109/BIBM.2016.7822545","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7822545","CNN;EEG;LSTM;emotion recognition;physiological signal","Continuous wavelet transforms;Correlation;Electroencephalography;Emotion recognition;Feature extraction","data mining;electroencephalography;emotion recognition;feature extraction;medical disorders;medical signal processing;neurophysiology;wavelet transforms","CNN;DEAP benchmarking dataset;RNN;automatic emotion recognition;computer-aided method;contextual information;convolutional neural network;convolutional recurrent neural network;emotional dimensions;emotional disorder diagnoses;extensive domain knowledge;grid-like frames;hybrid deep learning model;interchannel correlation mining;multichannel EEG data;multichannel neurophysiological signals;multiple channel signals;neurology;nondomain experts;pattern recognition task;psychiatry;recurrent neural network;scalogram transform;single channel signals;task-related feature extraction;trial-level emotion recognition task;valence-and-arousal;wavelet transform","","","","","","","","15-18 Dec. 2016","","IEEE","IEEE Conference Publications"
"Neural Network based Glucose - Insulin Metabolism Models for Children with Type 1 Diabetes","S. G. Mougiakakou; A. Prountzou; D. Iliopoulou; K. S. Nikita; A. Vazeou; C. S. Bartsocas","Faculty of Electrical and Computer Engineering, National Technical University of Athens, 9 Heroon Polytechneiou Str. 15780 Zographou, Greece. phone: +30 210 772 2968; fax: +30 210 772 3557; e-mail: smougia@cc.ece.ntua.gr","2006 International Conference of the IEEE Engineering in Medicine and Biology Society","20161215","2006","","","3545","3548","In this paper two models for the simulation of glucose-insulin metabolism of children with Type 1 diabetes are presented. The models are based on the combined use of Compartmental Models (CMs) and artificial Neural Networks (NNs). Data from children with Type 1 diabetes, stored in a database, have been used as input to the models. The data are taken from four children with Type 1 diabetes and contain information about glucose levels taken from continuous glucose monitoring system, insulin intake and food intake, along with corresponding time. The influences of taken insulin on plasma insulin concentration, as well as the effect of food intake on glucose input into the blood from the gut, are estimated from the CMs. The outputs of CMs, along with previous glucose measurements, are fed to a NN, which provides short-term prediction of glucose values. For comparative reasons two different NN architectures have been tested: a Feed-Forward NN (FFNN) trained with the back-propagation algorithm with adaptive learning rate and momentum, and a Recurrent NN (RNN), trained with the Real Time Recurrent Learning (RTRL) algorithm. The results indicate that the best prediction performance can be achieved by the use of RNN","1557-170X;1557170X","CD:1-4244-003303; Paper:1-4244-0032-5","10.1109/IEMBS.2006.260640","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4462562","","Artificial neural networks;Biochemistry;Collision mitigation;Databases;Diabetes;Insulin;Monitoring;Neural networks;Recurrent neural networks;Sugar","backpropagation;biomedical measurement;diseases;feedforward neural nets;medical computing;paediatrics;recurrent neural nets;sugar","RNN;adaptive learning rate;artificial neural network;back-propagation algorithm;compartmental models;feed-forward NN;food intake;glucose monitoring system;glucose-insulin metabolism model;plasma insulin concentration;real time recurrent learning algorithm;recurrent NN;type 1 diabetes","Algorithms;Biomedical Engineering;Blood Glucose;Child;Diabetes Mellitus, Type 1;Glucose;Humans;Insulin;Mathematics;Models, Biological;Neural Networks (Computer)","12","","","","","","Aug. 30 2006-Sept. 3 2006","","IEEE","IEEE Conference Publications"
"Predicting Clinical Events by Combining Static and Dynamic Information Using Recurrent Neural Networks","C. Esteban; O. Staeck; S. Baier; Y. Yang; V. Tresp","Siemens AG & Ludwig Maximilian, Univ. of Munich, Munich, Germany","2016 IEEE International Conference on Healthcare Informatics (ICHI)","20161208","2016","","","93","101","In clinical data sets we often find static information (e.g. patient gender, blood type, etc.) combined with sequences of data that are recorded during multiple hospital visits (e.g. medications prescribed, tests performed, etc.). Recurrent Neural Networks (RNNs) have proven to be very successful for modelling sequences of data in many areas of Machine Learning. In this work we present an approach based on RNNs, specifically designed for the clinical domain, that combines static and dynamic information in order to predict future events. We work with a database collected in the Charité Hospital in Berlin that contains complete information concerning patients that underwent a kidney transplantation. After the transplantation three main endpoints can occur: rejection of the kidney, loss of the kidney and death of the patient. Our goal is to predict, based on information recorded in the Electronic Health Record of each patient, whether any of those endpoints will occur within the next six or twelve months after each visit to the clinic. We compared different types of RNNs that we developed for this work, with a model based on a Feedforward Neural Network and a Logistic Regression model. We found that the RNN that we developed based on Gated Recurrent Units provides the best performance for this task. We also used the same models for a second task, i.e., next event prediction, and found that here the model based on a Feedforward Neural Network outperformed the other models. Our hypothesis is that long-term dependencies are not as relevant in this task.","","Electronic:978-1-5090-6117-4; POD:978-1-5090-6118-1","10.1109/ICHI.2016.16","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7776332","","Diseases;Kidney;Medical diagnostic imaging;Predictive models;Recurrent neural networks","electronic health records;feedforward neural nets;hospitals;recurrent neural nets;regression analysis","Berlin;Charite Hospital;RNN;clinical data sets;clinical event prediction;data sequences;dynamic information;electronic health record;feedforward neural network;gated recurrent units;logistic regression model;machine learning;patient information;recurrent neural networks;static information","","","","","","","","4-7 Oct. 2016","","IEEE","IEEE Conference Publications"
"Combined long short-term memory based network employing wavelet coefficients for MI-EEG recognition","M. Li; M. Zhang; X. Luo; J. Yang","College of Electronic Information & Control Engineering, Beijing University of Technology, Beijing 100124, China","2016 IEEE International Conference on Mechatronics and Automation","20160905","2016","","","1971","1976","Motor Imagery Electroencephalography (MI-EEG) plays an important role in brain computer interface (BCI) based rehabilitation robot, and its recognition is the key problem. The Discrete Wavelet Transform (DWT) has been applied to extract the time-frequency features of MI-EEG. However, the existing EEG classifiers, such as support vector machine (SVM), linear discriminant analysis (LDA) and BP network, did not make full use of the time sequence information in time-frequency features, the resulting recognition performance were not very ideal. In this paper, a Long Short-Term Memory (LSTM) based recurrent Neural Network (RNN) is integrated with Discrete Wavelet Transform (DWT) to yield a novel recognition method, denoted as DWT-LSTM. DWT is applied to analyze the each channel of MI-EEG and extract its effective wavelet coefficients, representing the time-frequency features. Then a LSTM based RNN is used as a classifier for the patten recognition of observed MI-EEG data. Experiments are conducted on a publicly available dataset, and the 5-fold cross validation experimental results show that DWT-LSTM yields relatively higher classification accuracies compared to the existing approaches. This is helpful for the further research and application of RNN in processing of MI-EEG.","","CD-ROM:978-1-5090-2394-3; Electronic:978-1-5090-2396-7; POD:978-1-5090-2397-4","10.1109/ICMA.2016.7558868","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7558868","Brain computer interface;Discrete Wavelet Transform;Long Short-Term Memory;Recurrent Neural Network;motor imagery EEG","Discrete wavelet transforms;Electroencephalography;Feature extraction;Logic gates;Recurrent neural networks;Time-frequency analysis","backpropagation;brain-computer interfaces;discrete wavelet transforms;electroencephalography;feature extraction;medical signal processing;neural nets;patient rehabilitation;signal classification;support vector machines;time-frequency analysis","BCI;BP network;DWT-LSTM;EEG classifiers;LDA;LSTM based RNN;MI-EEG data;MI-EEG recognition;Motor Imagery Electroencephalography;SVM;brain computer interface based rehabilitation robot;discrete wavelet transform;effective wavelet coefficients;linear discriminant analysis;long short-term memory based network;patten recognition;recognition performance;recurrent neural network;support vector machine;time sequence information;time-frequency feature extraction","","","","","","","","7-10 Aug. 2016","","IEEE","IEEE Conference Publications"
"Modelling the indentation force response of non-uniform soft tissue using a recurrent neural network","R. Nowell; B. Shirinzadeh; J. Smith; Y. Zhong","Department of Mechanical and Aerospace Engineering, Monash University, Vic, Australia","2016 6th IEEE International Conference on Biomedical Robotics and Biomechatronics (BioRob)","20160728","2016","","","377","382","A scaled recurrent neural network (RNN) model is developed which accurately predicts the force response from the indentation of a non-uniform soft tissue sample. The model consists of two components. The RNN is used to predict the force response of indentation using data from a reference tissue sample. A two-parameter component then scales the neural networks predictions relative to previously determined properties of the test sample. This component is based on a strain inverse model of force, which is used to account for the non-uniformity of the tissue between the test and reference data. Experimental force measurements were performed on a highly non-uniform soft tissue analogue to develop and validate the model. Using the visco-elastic Hunt-Crossley model as a benchmark, the developed model provides significantly better prediction. Future research will investigate applying this model to surgical simulations and verifying its application to different biological tissues.","","Electronic:978-1-5090-3287-7; POD:978-1-5090-3288-4","10.1109/BIOROB.2016.7523655","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7523655","","Biological tissues;Computational modeling;Data models;Force;Neural networks;Strain;Training","force control;force measurement;medical robotics;neurocontrollers;recurrent neural nets;robot dynamics;viscoelasticity","RNN;biological tissues;force response;indentation force response;nonuniform soft tissue;recurrent neural network;reference tissue sample;strain inverse force model;surgical simulations;two-parameter component;visco-elastic Hunt-Crossley model","","","","","","","","26-29 June 2016","","IEEE","IEEE Conference Publications"
"EEG signal analysis based on fixed-value shift compression algorithm","Xueyan Guo; Huanyu Zhao; Xiaoyun Li; Tongliang Li; Mingfang Dai","SJZ JKSS Technology Co. Ltd, Shijiazhuang, China","2015 11th International Conference on Natural Computation (ICNC)","20160111","2015","","","959","963","The analysis of Electroencephalogram (EEG) signals plays a very important role in the biomedical domain and has many applications. It is extensively used in the Brain-Computer Interface (BCI) system and can be used for disease diagnosis, disease treatment, etc. The two main technologies of EEG signal analysis is feature extraction and pattern recognition. The key features of EEG signals can be obtained through time-domain and frequency-domain analysis. The wavelet analysis is one kind of time-frequency analysis and has been considered very promising for data compression. The conventional method find wavelet synopsis to minimize the total mean squared error (L2). It cannot control the approximation error of each single data element in the data vector. Usually, the nonlinear classification algorithms perform better than the linears, also more time-consuming in the meantime. In this paper, one method is provided to realize the feature extraction and pattern recognition of EEG signals. The data compression algorithm Fixed-value Shift (F-Shift) proposed by Pang et al. takes a novel method to construct unrestricted Haar wavelet synopsis under uniform norm (L∞) error bound. In their algorithm, the maximum approximation error of each individual element can be bounded by an given error bound. We apply this method to EEG signal compression, thus the key features are obtained. Then a fast nonlinear classification algorithm, one Randomize Neural Network (RNN), is provided to identify different patterns of EEG signals. The experiments indicate that (1) the F-Shift algorithm can compress EEG signals effectively and obtain the key features at the same time and (2) the RNN can discriminate different patterns of EEG signals based on the extracted features.","","CD-ROM:978-1-4673-7678-5; Electronic:978-1-4673-7679-2; POD:978-1-4673-7680-8","10.1109/ICNC.2015.7378121","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7378121","Electroencephalogram (EEG) signal analysis;Fixed-value Shift (F-Shift) algorithm;Randomize Neural Network (RNN);Signal compression","Approximation algorithms;Biological neural networks;Data compression;Diseases;Electroencephalography;Signal processing algorithms;Wavelet transforms","Haar transforms;brain-computer interfaces;data compression;diseases;electroencephalography;feature extraction;frequency-domain analysis;mean square error methods;medical signal processing;neural nets;time-domain analysis;wavelet transforms","BCI;Brain-Computer Interface system;EEG signal analysis;EEG signal compression;F-Shift algorithm;Haar wavelet synopsis;RNN;Randomize Neural Network;biomedical domain;data compression algorithm;data vector;disease diagnosis;disease treatment;electroencephalogram signals;fast nonlinear classification algorithm;feature extraction;fixed-value shift compression algorithm;frequency-domain analysis;maximum approximation error;nonlinear classification algorithms;pattern recognition;single data element;time-domain analysis;time-frequency analysis;total mean squared error;uniform norm error bound;wavelet analysis","","","","16","","","","15-17 Aug. 2015","","IEEE","IEEE Conference Publications"
"Biomedical named entity recognition based on extended Recurrent Neural Networks","Lishuang Li; Liuke Jin; Zhenchao Jiang; Dingxin Song; Degen Huang","School of Computer Science and Technology, Dalian University of Technology, China","2015 IEEE International Conference on Bioinformatics and Biomedicine (BIBM)","20151217","2015","","","649","652","Biomedical named entity recognition (bio-NER), which extracts important entities such as genes and proteins, has become one of the most fundamental tasks in biomedical knowledge acquisition. However, the performance of traditional NER systems is always limited to the construction of complex hand-designed features which are derived from various linguistic analyses and maybe only adapted to specified area. In this paper we mainly focus on building a simple and efficient system for bio-NER with the extended Recurrent Neural Network (RNN) which considers the predicted information from the prior node and external context information (topical information & clustering information). Extracting complex hand-designed features is skipped and replaced with word embeddings. The experiments conducted on the BioCreative II GM data set demonstrate RNN models outperform CRF model and deep neural networks (DNN); furthermore, the extended RNN model performs better than the original RNN model.","","Electronic:978-1-4673-6799-8; POD:978-1-4673-6800-1","10.1109/BIBM.2015.7359761","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7359761","bio-NER;context information;hand-designed features;recurrent neural network;word embedding","Artificial neural networks;Biological system modeling","bioinformatics;genetics;knowledge acquisition;medical computing;pattern clustering;proteins;recurrent neural nets;text analysis","BioCreative II GM data set;bio-NER;biomedical knowledge acquisition;biomedical named entity recognition;clustering information;context information;entity extraction;extended RNN;extended recurrent neural networks;genes;linguistic analysis;proteins;topical information;word embeddings","","1","","12","","","","9-12 Nov. 2015","","IEEE","IEEE Conference Publications"
"Multi task sequence learning for depression scale prediction from video","L. Chao; J. Tao; M. Yang; Y. Li; J. Tao","National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, Beijing, China","2015 International Conference on Affective Computing and Intelligent Interaction (ACII)","20151207","2015","","","526","531","Depression is a typical mood disorder, which affects people in mental and even physical problems. People who suffer depression always behave abnormal in visual behavior and the voice. In this paper, an audio visual based multimodal depression scale prediction system is proposed. Firstly, features are extracted from video and audio are fused in feature level to represent the audio visual behavior. Secondly, long short memory recurrent neural network (LSTM-RNN) is utilized to encode the dynamic temporal information of the abnormal audio visual behavior. Thirdly, emotion information is utilized by multi-task learning to boost the performance further. The proposed approach is evaluated on the Audio-Visual Emotion Challenge (AVEC2014) dataset. Experiments results show the dimensional emotion recognition helps to depression scale prediction.","","Electronic:978-1-4799-9953-8; POD:978-1-4799-9954-5; USB:978-1-4799-9952-1","10.1109/ACII.2015.7344620","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344620","affective computing;deep learning;depression recognition;multi-task learning","Context;Emotion recognition;Face;Feature extraction;Shape;Training;Visualization","audio signal processing;audio-visual systems;feature extraction;learning (artificial intelligence);medical disorders;psychology;recurrent neural nets;sensor fusion;video signal processing","AVEC2014 dataset;Audio-Visual Emotion Challenge dataset;LSTM-RNN;abnormal audio visual behavior;depression scale prediction;dimensional emotion recognition;dynamic temporal information encoding;emotion information;feature extraction;feature level fusion;long short memory recurrent neural network;mood disorder;multimodal depression scale prediction system;multitask sequence learning;video features","","1","","35","","","","21-24 Sept. 2015","","IEEE","IEEE Conference Publications"
"Force-feedback sensory substitution using supervised recurrent learning for robotic-assisted surgery","A. I. Aviles; S. M. Alsaleh; P. Sobrevilla; A. Casals","Intelligent Robotics and Systems Group, Universitat Polit&#x00E8;cnica de Cataluya, 08034, Barcelona, Spain","2015 37th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC)","20151105","2015","","","1","4","The lack of force feedback is considered one of the major limitations in Robot Assisted Minimally Invasive Surgeries. Since add-on sensors are not a practical solution for clinical environments, in this paper we present a force estimation approach that starts with the reconstruction of a 3D deformation structure of the tissue surface by minimizing an energy functional. A Recurrent Neural Network-Long Short Term Memory (RNN-LSTM) based architecture is then presented to accurately estimate the applied forces. According to the results, our solution offers long-term stability and shows a significant percentage of accuracy improvement, ranging from about 54% to 78%, over existing approaches.","1094-687X;1094687X","DVD:978-1-4244-9270-1; Electronic:978-1-4244-9271-8; POD:978-1-4244-9269-5","10.1109/EMBC.2015.7318246","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7318246","","Computer architecture;Estimation;Force;Microprocessors;Robot sensing systems;Surgery","biomechanics;deformation;manipulators;medical computing;medical robotics;minimisation;recurrent neural nets;surgery","RNN-LSTM based architecture;RNN-long short term memory based architecture;energy functional minimisation;force estimation approach;force feedback sensory substitution;recurrent neural network-LSTM based architecture;robot assisted minimally invasive surgeries;supervised recurrent learning;tissue surface 3D deformation structure","","1","","22","","","","25-29 Aug. 2015","","IEEE","IEEE Conference Publications"
"Inferring the dynamics of gene regulatory networks via optimized recurrent neural network and dynamic Bayesian network","A. Akutekwe; H. Seker","Bio-Health Informatics Research Group, Department of Computer Science and Digital Technologies, University of Northumbria at Newcastle, Newcastle upon, Tyne, NE1 8ST, United Kingdom","2015 IEEE Conference on Computational Intelligence in Bioinformatics and Computational Biology (CIBCB)","20151019","2015","","","1","8","Inferring gene regulatory networks (GRNs) from time-course expression data is a major challenge in systems biology and comprehensive understanding of its dynamics is difficult. Most temporal inference methods for the dynamics of GRNs assume linear dependencies among genes but this strong assumption of linearity among genes does not truly represent the dynamics of the GRNs which are inherently nonlinear. Other parametric and non-parametric methods for modeling nonlinear dynamical systems such as the S-systems and causal identification structure (CSI) have been proposed for modeling time-course nonlinearities in GRNs; however, these methods are statistically inefficient and analytically intractable especially in high dimensions. To overcome these problems, we propose an algorithm based on optimized recurrent neural network (RNN) and dynamic Bayesian (DBN) network called RNN-DBN. The inference algorithm for our DBN is based on nonlinear state space Elman recurrent neural network. Results on Drosophila Melanogaster nonlinear time-course benchmark dataset shows our method outperforms the G1DBN inference method based on linear model assumptions. The algorithm is further applied to time-course ovarian cancer dataset. The results show that the expression levels of three of five significant hub genes (flap structure-specific endonuclease 1, kinesin family member 11 and CDC6 cell division cycle 6 homolog (S. cerevisiae)) were decreased by oxaliplatin, but remained constant with cisplatin platinum drugs. These may therefore be potential drug candidates for ovarian cancer.","","Electronic:978-1-4799-6926-5; POD:978-1-4799-6927-2","10.1109/CIBCB.2015.7300322","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7300322","Dynamic Bayesian Network;Gene Regulatory Networks;Ovarian Carcinoma;Recurrent Neural Network;Time Series","Bayes methods;Biological system modeling;Gene expression;Heuristic algorithms;Inference algorithms;Mathematical model;Recurrent neural networks","Bayes methods;biological organs;cancer;cellular biophysics;drugs;enzymes;gene therapy;medical computing;molecular biophysics;optimisation;platinum compounds;recurrent neural nets;tumours","CDC6 cell division cycle 6 homolog;Drosophila Melanogaster nonlinear time-course benchmark dataset;G1DBN inference method;S-systems;S. cerevisiae;causal identification structure;cisplatin platinum drugs;dynamic Bayesian network;flap structure-specific endonuclease 1;gene regulatory network dynamics;kinesin family member 11;nonlinear dynamical systems;nonlinear state space Elman recurrent neural network;nonparametric methods;optimized recurrent neural network;oxaliplatin;potential drug candidates;systems biology;time-course expression data;time-course nonlinearities;time-course ovarian cancer dataset","","","","30","","","","12-15 Aug. 2015","","IEEE","IEEE Conference Publications"
"A recurrent neural network approach for 3D vision-based force estimation","A. I. Aviles; A. Marban; P. Sobrevilla; J. Fernandez; A. Casals","Intelligent Robotics and Systems, Universitat Polit&#x00E8;cnica de Cataluya","2014 4th International Conference on Image Processing Theory, Tools and Applications (IPTA)","20150108","2014","","","1","6","Robotic-assisted minimally invasive surgery has demonstrated its benefits in comparison with traditional procedures. However, one of the major drawbacks of current robotic system approaches is the lack of force feedback. Apart from space restrictions, the main problems of using force sensors are their high cost and the biocompatibility. In this work a proposal based on Vision Based Force Measurement is presented, in which the deformation mapping of the tissue is obtained using the ℓ2 - Regularized Optimization class, and the force is estimated via a recurrent neural network that has as inputs the kinematic variables and the deformation mapping. Moreover, the capability of RNN for predicting time series is used in order to deal with tool occlusions. The highlights of this proposal, according to the results, are: knowledge of material properties are not necessary, there is no need of adding extra sensors and a good trade-off between accuracy and efficiency has been achieved.","2154-5111;21545111","CD-ROM:978-1-4799-6461-1; Electronic:978-1-4799-6463-5; POD:978-1-4799-6464-2","10.1109/IPTA.2014.7001941","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7001941","Force estimation;de-formable tracking;recurrent neural network;regularized optimization","Force;Force measurement;Lattices;Recurrent neural networks;Three-dimensional displays;Training;Vectors","dexterous manipulators;force measurement;force sensors;manipulator kinematics;medical robotics;minimisation;recurrent neural nets;robot vision;surgery;time series","3D vision-based force estimation;RNN capability;biocompatibility;deformation mapping;force feedback;force sensors;kinematic variables;l2-regularized optimization class;material properties;recurrent neural network;recurrent neural network approach;robotic system approaches;robotic-assisted minimally invasive surgery;space restrictions;time series prediction;tissue deformation mapping;tool occlusions;vision based force measurement","","4","","30","","","","14-17 Oct. 2014","","IEEE","IEEE Conference Publications"
